query_id,place_id,condition,seed,correct_rank
0002_query_0000017455,kitti360:0002_p7,transfer_3,1235,1
0002_query_0000017455,kitti360:0002_p7,isotropic,1236,1
0002_query_0000017455,kitti360:0002_p7,transfer_3,1236,1
0002_query_0000017461,kitti360:0002_p7,isotropic,1234,2
0002_query_0000017461,kitti360:0002_p7,transfer_3,1234,40
0002_query_0000017461,kitti360:0002_p7,isotropic,1235,4
0002_query_0000017461,kitti360:0002_p7,transfer_3,1235,16
0002_query_0000017461,kitti360:0002_p7,isotropic,1236,2
0002_query_0000017461,kitti360:0002_p7,transfer_3,1236,15
0002_query_0000017468,kitti360:0002_p7,isotropic,1234,4
0002_query_0000017468,kitti360:0002_p7,transfer_3,1234,12
0002_query_0000017468,kitti360:0002_p7,isotropic,1235,3
0002_query_0000017468,kitti360:0002_p7,transfer_3,1235,15
0002_query_0000017468,kitti360:0002_p7,isotropic,1236,4
0002_query_0000017468,kitti360:0002_p7,transfer_3,1236,6
0002_query_0000017475,kitti360:0002_p7,isotropic,1234,1
0002_query_0000017475,kitti360:0002_p7,transfer_3,1234,1
0002_query_0000017475,kitti360:0002_p7,isotropic,1235,1
0002_query_0000017475,kitti360:0002_p7,transfer_3,1235,1
0002_query_0000017475,kitti360:0002_p7,isotropic,1236,1
0002_query_0000017475,kitti360:0002_p7,transfer_3,1236,1
0002_query_0000017482,kitti360:0002_p7,isotropic,1234,1
0002_query_0000017482,kitti360:0002_p7,transfer_3,1234,6
0002_query_0000017482,kitti360:0002_p7,isotropic,1235,1
0002_query_0000017482,kitti360:0002_p7,transfer_3,1235,5
0002_query_0000017482,kitti360:0002_p7,isotropic,1236,1
0002_query_0000017482,kitti360:0002_p7,transfer_3,1236,13
0002_query_0000017490,kitti360:0002_p7,isotropic,1234,1
0002_query_0000017490,kitti360:0002_p7,transfer_3,1234,4
0002_query_0000017490,kitti360:0002_p7,isotropic,1235,1
0002_query_0000017490,kitti360:0002_p7,transfer_3,1235,2
0002_query_0000017490,kitti360:0002_p7,isotropic,1236,1
0002_query_0000017490,kitti360:0002_p7,transfer_3,1236,2
